"snz_uid","snz_nzta_uid","nzta_snz_sex_code","nzta_dlr_birth_month_nbr","nzta_dlr_birth_year_nbr","nzta_dlr_licence_issue_date","nzta_dlr_organ_donor_ind","nzta_dlr_licence_type_text","nzta_dlr_licence_status_text","nzta_dlr_lic_class_grant_date","nzta_dlr_licence_start_date","nzta_dlr_licence_from_date","nzta_dlr_class_status_text","nzta_dlr_licence_class_text","nzta_dlr_licence_stage_text","nzta_dlr_class_from_date","nzta_dlr_endorsement_type_text","nzta_dlr_region_code"
8291158,1600102,1,1,1977,1993-03-19,"1","PERMANENT","active",NA,2000-08-10,2018-03-13,NA,"1",NA,NA,NA,"15"
8305903,1614847,1,3,1947,1963-06-01,"1","PERMANENT","active",NA,1968-08-24,2018-05-18,NA,"1",NA,NA,NA,"3"
8307324,1616268,2,9,1971,1990-06-13,"0","PERMANENT","active",NA,1997-06-15,2020-06-05,NA,"16",NA,NA,NA,"2"
8308513,1617457,1,7,1981,1999-01-23,"1","PERMANENT","active",NA,2007-04-16,2019-01-18,NA,"16",NA,NA,NA,"8"
8310924,1619868,1,5,1924,1940-05-24,"0","PERMANENT","active",NA,1945-02-24,2020-05-04,NA,"1",NA,NA,"D","1"
8312424,1621368,2,8,1977,1997-05-20,"1","PERMANENT","active",NA,2002-03-07,2017-05-15,NA,"1",NA,NA,NA,"8"
8326680,1635624,1,7,1967,1984-11-12,"1","PERMANENT","active",NA,1990-03-22,2019-11-04,NA,"1",NA,NA,NA,"2"
8328413,1637357,2,10,1968,1985-03-22,"1","PERMANENT","suspended",NA,1989-10-16,2020-03-13,NA,"",NA,NA,NA,"5"
8328422,1637366,1,7,1933,1951-12-13,"0","PERMANENT","active",NA,1957-11-22,2016-11-26,NA,"1",NA,NA,NA,"2"
8384792,1693736,2,5,1993,2009-09-20,"1","PERMANENT","active",NA,2016-11-12,2019-09-18,NA,"1",NA,NA,NA,"14"
8389381,1698325,1,11,1935,1952-09-19,"0","PERMANENT","active",NA,1955-11-11,2017-09-03,NA,"1",NA,NA,"I","2"
8409277,1718221,2,11,1969,1989-07-12,"1","PERMANENT","active",NA,1999-03-06,2019-07-05,NA,"1",NA,NA,"F","2"
8452461,1761405,1,10,1984,2003-03-25,"0","PERMANENT","active",NA,2007-08-29,2018-03-21,NA,"1",NA,NA,"P","4"
8455408,1764352,1,2,1986,2004-09-19,"1","PERMANENT","active",NA,2012-01-29,2019-09-16,NA,"1",NA,NA,NA,"9"
8467297,1776241,1,3,1974,1991-07-23,"0","PERMANENT","active",NA,1998-07-27,2016-07-16,NA,"1",NA,NA,NA,"2"
8473553,1782497,2,8,1920,1938-09-15,"1","PERMANENT","active",NA,1941-04-05,2018-08-26,NA,"1",NA,NA,"P","2"
8474718,1783662,2,7,1998,2017-12-06,"1","PERMANENT","active",NA,2019-11-11,2017-12-06,NA,"16",NA,NA,NA,"12"
8478939,1787883,2,7,1922,1940-10-16,"1","PERMANENT","active",NA,1950-10-25,2020-09-26,NA,"16",NA,NA,NA,"2"
8489110,1798054,2,2,1923,1939-10-23,"1","PERMANENT","suspended",NA,1967-06-11,2019-10-03,NA,"6",NA,NA,"T","14"
8508398,1817342,1,3,1961,1977-12-17,"1","PERMANENT","active",NA,1984-09-29,2017-12-07,NA,"1",NA,NA,NA,"2"
8556296,1865240,2,4,1952,1971-03-18,"1","PERMANENT","active",NA,1977-12-21,2016-03-06,NA,"1",NA,NA,NA,"2"
8577026,1885970,1,3,1933,1949-08-17,"0","PERMANENT","active",NA,1953-07-02,2019-07-31,NA,"1",NA,NA,"F","7"
8582021,1890965,2,4,1925,1941-04-16,"1","TEMPORARY","suspended",1949-05-25,1974-07-12,2016-03-28,"suspended","23","full",2019-05-08,NA,"2"
8594647,1903591,1,7,1925,1942-05-25,"0","PERMANENT","active",NA,1948-03-04,2017-05-06,NA,"1",NA,NA,"I","2"
8598553,1907497,2,4,1938,1954-11-26,"0","PERMANENT","active",1960-12-19,1967-09-29,2019-11-10,"active","123456","learner",2020-12-04,NA,"9"
8602201,1911145,2,7,2001,2020-05-15,"0","PERMANENT","active",NA,2020-05-15,2020-05-15,NA,"1",NA,NA,NA,"14"
8611197,1920141,1,10,1946,1966-10-13,"1","PERMANENT","active",NA,1973-10-24,2016-09-30,NA,"1",NA,NA,NA,"15"
8657962,1966906,2,9,1957,1976-02-02,"1","PERMANENT","active",1987-07-25,1987-07-25,2016-01-23,"active","12","full",2017-07-17,NA,"9"
8685499,1994443,1,5,1969,1988-11-24,"1","PERMANENT","active",NA,1992-09-05,2018-11-17,NA,"16",NA,NA,NA,"7"
8691048,1999992,2,4,1941,1959-03-09,"1","PERMANENT","active",NA,1965-04-13,2019-02-22,NA,"16",NA,NA,NA,"9"
8693462,2002406,2,7,1929,1945-07-22,"1","PERMANENT","active",NA,1955-01-04,2020-07-03,NA,"1",NA,NA,NA,"14"
8717447,2026391,2,5,1958,1976-10-06,"1","PERMANENT","active",NA,1985-01-28,2016-09-26,NA,"16",NA,NA,NA,"2"
8724650,2033594,1,8,1945,1963-01-01,"0","PERMANENT","active",NA,1967-04-19,2017-12-18,NA,"1",NA,NA,NA,"3"
8740403,2049347,1,7,1931,1948-01-16,"1","PERMANENT","active",NA,1950-07-31,2017-12-29,NA,"1",NA,NA,NA,"6"
8740650,2049594,2,1,1922,1938-03-12,"1","PERMANENT","active",NA,1944-03-12,2018-02-20,NA,"16",NA,NA,"P","2"
8763628,2072572,2,1,1962,1980-06-27,"1","PERMANENT","active",NA,1984-05-15,2020-06-17,NA,"1",NA,NA,NA,"7"
8767087,2076031,2,6,1971,1991-03-24,"1","PERMANENT","active",NA,1997-07-10,2016-03-17,NA,"1",NA,NA,NA,"3"
8789912,2098856,2,3,1950,1966-04-08,"0","PERMANENT","active",NA,1972-11-21,2016-03-26,NA,"1",NA,NA,NA,"4"
8790405,2099349,1,1,1952,1968-08-01,"1","PERMANENT","active",NA,1973-07-09,2018-07-20,NA,"1",NA,NA,NA,"4"
8792224,2101168,2,7,1925,1942-09-01,"1","PERMANENT","active",NA,1950-06-27,2017-08-13,NA,"1",NA,NA,NA,"8"
8796414,2105358,2,5,1923,1939-07-19,"1","PERMANENT","suspended",NA,1946-06-06,2019-06-29,NA,"",NA,NA,"P","2"
8796668,2105612,2,7,1953,1972-08-07,"1","PERMANENT","active",NA,1977-06-28,2017-07-27,NA,"1",NA,NA,NA,"14"
8797773,2106717,1,3,1968,1987-06-07,"0","PERMANENT","active",NA,1996-06-18,2017-05-30,NA,"1",NA,NA,NA,"2"
8798414,2107358,1,6,1930,1948-03-14,"1","PERMANENT","active",NA,1952-01-03,2018-02-25,NA,"1",NA,NA,NA,"2"
8839462,2148406,2,11,1957,1975-04-21,"0","PERMANENT","active",NA,1981-12-28,2020-04-09,NA,"1",NA,NA,NA,"3"
8847538,2156482,2,8,1944,1962-04-18,"1","PERMANENT","active",NA,1967-03-06,2017-04-04,NA,"1",NA,NA,"P","13"
8855787,2164731,2,10,1946,1963-07-20,"1","PERMANENT","active",NA,1967-12-12,2018-07-06,NA,"1",NA,NA,NA,"6"
8862423,2171367,1,10,1945,1962-12-06,"0","PERMANENT","active",NA,1969-02-28,2017-11-22,NA,"1",NA,NA,"P","2"
8862948,2171892,1,5,1965,1984-07-09,"1","PERMANENT","active",NA,1991-08-20,2019-07-01,NA,"1",NA,NA,NA,"2"
8866034,2174978,1,10,1933,1951-08-23,"1","PERMANENT","active",NA,1961-06-05,2016-08-06,NA,"1",NA,NA,"P","2"
8869305,2178249,2,2,1927,1946-09-29,"1","PERMANENT","active",NA,1958-04-28,2016-09-11,NA,"1",NA,NA,"V","8"
8873361,2182305,2,4,1968,1985-01-14,"1","PERMANENT","active",NA,1998-05-11,2020-01-06,NA,"16",NA,NA,NA,"2"
8873826,2182770,1,11,1931,1950-04-15,"0","PERMANENT","active",NA,1954-05-06,2020-03-28,NA,"1",NA,NA,"D","14"
8875362,2184306,2,11,1998,2017-01-19,"1","PERMANENT","active",NA,2020-01-01,2017-01-19,NA,"1",NA,NA,NA,"2"
8876042,2184986,1,6,1942,1960-05-12,"0","PERMANENT","active",NA,1966-02-26,2020-04-27,NA,"1",NA,NA,"V","2"
8889498,2198442,2,2,1925,1942-06-16,"1","PERMANENT","active",NA,1948-06-27,2017-05-28,NA,"1",NA,NA,NA,"14"
8905878,2214822,2,12,1954,1972-07-23,"1","PERMANENT","active",NA,1980-09-09,2017-07-12,NA,"1",NA,NA,NA,"2"
8908412,2217356,1,1,1952,1968-09-04,"1","PERMANENT","suspended",NA,1973-01-06,2018-08-23,NA,"",NA,NA,"P","4"
8920784,2229728,2,3,1963,1983-09-14,"0","PERMANENT","active",NA,1986-12-10,2018-09-05,NA,"1",NA,NA,NA,"15"
8930156,2239100,1,10,1986,2004-06-08,"1","PERMANENT","active",NA,2009-10-24,2019-06-05,NA,"1",NA,NA,NA,"15"
8931766,2240710,2,5,1952,1970-03-03,"1","PERMANENT","active",NA,1977-04-04,2020-02-19,NA,"1",NA,NA,"I","2"
8966966,2275910,1,10,1925,1944-05-17,"1","PERMANENT","active",NA,1951-07-28,2019-04-29,NA,"1",NA,NA,"F","1"
8967042,2275986,2,11,1951,1969-04-11,"1","PERMANENT","active",NA,1971-11-14,2019-03-30,NA,"1",NA,NA,NA,"2"
8972129,2281073,2,5,1923,1940-03-08,"1","PERMANENT","active",NA,1946-01-07,2020-02-17,NA,"1",NA,NA,NA,"14"
8974718,2283662,1,3,1944,1964-01-21,"1","PERMANENT","active",NA,1964-01-21,2019-01-07,NA,"1",NA,NA,NA,"2"
8984107,2293051,1,4,1964,1980-05-30,"1","PERMANENT","active",NA,1981-07-18,2020-05-20,NA,"1",NA,NA,NA,"8"
8987511,2296455,2,4,1926,1942-06-03,"1","PERMANENT","active",NA,1946-08-08,2017-05-15,NA,"16",NA,NA,NA,"8"
8994964,2303908,2,4,1953,1970-09-04,"0","PERMANENT","active",NA,1974-02-08,2020-08-22,NA,"1",NA,NA,NA,"15"
8995521,2304465,2,12,1965,1985-05-29,"1","PERMANENT","active",NA,1991-11-04,2020-05-20,NA,"1",NA,NA,NA,"2"
9014911,2323855,1,6,1951,1967-08-04,"1","PERMANENT","active",NA,1973-11-08,2017-07-22,NA,"1",NA,NA,"T","6"
9036752,2345696,2,8,1926,1943-06-05,"1","PERMANENT","active",NA,1950-02-06,2018-05-17,NA,"1",NA,NA,"P","8"
9047716,2356660,2,10,1984,2002-09-14,"1","PERMANENT","active",NA,2010-04-13,2017-09-10,NA,"16",NA,NA,NA,"3"
9074314,2383258,2,6,1946,1964-09-12,"0","PERMANENT","active",NA,1970-11-13,2019-08-30,NA,"1",NA,NA,NA,"4"
9096590,2405534,1,3,1940,1956-12-25,"1","PERMANENT","active",NA,1960-06-03,2016-12-10,NA,"1",NA,NA,"P","3"
9105662,2414606,2,2,1956,1973-02-22,"1","PERMANENT","active",NA,1981-10-03,2018-02-11,NA,"16",NA,NA,NA,"15"
9121463,2430407,2,10,1989,2006-02-07,"1","PERMANENT","suspended",NA,2017-09-11,2016-02-05,NA,"",NA,NA,"P","16"
9135045,2443989,1,3,1963,1983-03-19,"1","PERMANENT","active",1989-11-08,1992-09-04,2018-03-10,"active","1235","full",2019-11-01,"F","14"
9170136,2479080,1,8,1951,1967-08-17,"1","PERMANENT","active",1973-12-06,1978-03-15,2017-08-04,"active","126","full",2018-11-25,NA,"14"
9171714,2480658,1,2,1927,1945-09-24,"1","PERMANENT","active",NA,1952-06-04,2020-09-05,NA,"1",NA,NA,NA,"2"
9175170,2484114,2,3,1945,1963-02-28,"1","PERMANENT","suspended",NA,1983-05-19,2018-02-14,NA,"6",NA,NA,NA,"9"
9193527,2502471,2,8,1924,1944-03-23,"0","PERMANENT","active",1951-10-24,1951-10-24,2019-03-05,"active","13","full",2016-10-07,NA,"2"
9204533,2513477,2,3,1935,1951-06-21,"1","PERMANENT","active",NA,1958-06-18,2016-06-04,NA,"1",NA,NA,NA,"14"
9228181,2537125,1,3,1964,1983-11-06,"0","PERMANENT","active",NA,1989-04-14,2018-10-28,NA,"1",NA,NA,NA,"14"
9242240,2551184,1,12,1950,1969-06-15,"1","PERMANENT","active",NA,1976-05-21,2019-06-03,NA,"1",NA,NA,"P","2"
9257901,2566845,1,8,1940,1958-01-12,"0","PERMANENT","active",NA,1965-07-06,2017-12-28,NA,"1",NA,NA,NA,"2"
9262309,2571253,2,7,1949,1966-06-29,"1","PERMANENT","active",NA,1972-09-15,2016-06-16,NA,"16",NA,NA,NA,"9"
9290575,2599519,1,11,1960,1977-11-06,"1","PERMANENT","active",NA,1981-01-20,2017-10-27,NA,"1",NA,NA,NA,"3"
9293892,2602836,1,4,1969,1985-08-10,"1","PERMANENT","active",NA,1992-06-03,2020-08-01,NA,"1",NA,NA,NA,"15"
9315385,2624329,2,10,1940,1960-11-10,"0","PERMANENT","active",NA,1966-10-13,2020-10-26,NA,"1",NA,NA,"T","14"
9315774,2624718,1,4,1995,2011-07-16,"1","PERMANENT","active",NA,2018-07-01,2016-07-14,NA,"16",NA,NA,"P","2"
9317878,2626822,2,8,1994,2010-11-02,"0","PERMANENT","active",NA,2013-01-13,2020-10-30,NA,"1",NA,NA,NA,"2"
9319807,2628751,1,8,1928,1948-05-22,"1","PERMANENT","active",NA,1954-04-13,2018-05-05,NA,"1",NA,NA,"T","4"
9319952,2628896,1,11,1934,1952-02-26,"1","PERMANENT","active",NA,1960-04-17,2017-02-09,NA,"1",NA,NA,NA,"6"
9333379,2642323,1,1,1964,1980-03-06,"1","PERMANENT","active",NA,1990-07-17,2020-02-25,NA,"16",NA,NA,NA,"16"
9337677,2646621,2,5,1975,1992-02-29,"1","PERMANENT","active",NA,1996-12-20,2017-02-22,NA,"1",NA,NA,"R","8"
9339708,2648652,1,6,1963,1981-09-15,"1","PERMANENT","suspended",NA,1987-11-24,2016-09-06,NA,"",NA,NA,NA,"8"
9345324,2654268,1,8,1948,1966-07-02,"1","TEMPORARY","active",NA,1972-07-31,2016-06-19,NA,"1",NA,NA,NA,"9"
9377772,2686716,1,5,1920,1936-09-02,"0","PERMANENT","active",NA,1948-11-12,2016-08-13,NA,"16",NA,NA,"P","14"
9378511,2687455,1,12,1963,1982-12-18,"1","PERMANENT","active",NA,1991-07-26,2017-12-09,NA,"1",NA,NA,"P","14"
9426025,2734969,1,8,1956,1974-04-05,"0","PERMANENT","active",1983-06-25,1991-01-16,2019-03-25,"active","1234","full",2018-06-16,NA,"2"
9438170,2747114,2,2,1942,1958-08-26,"1","TEMPORARY","active",NA,1964-12-18,2018-08-11,NA,"1",NA,NA,NA,"14"
9453111,2762055,2,9,1976,1992-09-16,"0","PERMANENT","active",NA,2000-10-28,2017-09-10,NA,"16",NA,NA,NA,"14"
9457476,2766420,2,11,1990,2008-07-10,"0","PERMANENT","active",NA,2017-06-07,2018-07-08,NA,"1",NA,NA,"F","2"
9464808,2773752,2,2,1930,1946-06-01,"0","PERMANENT","active",NA,1954-04-15,2016-05-14,NA,"1",NA,NA,NA,"2"
9477552,2786496,1,7,1980,1997-02-11,"1","PERMANENT","active",NA,2005-03-13,2017-02-06,NA,"16",NA,NA,"W","8"
9486058,2795002,1,11,1954,1972-09-15,"1","PERMANENT","active",NA,1977-09-14,2017-09-04,NA,"1",NA,NA,NA,"2"
9502218,2811162,1,2,1993,2009-03-20,"1","PERMANENT","active",NA,2016-11-08,2019-03-18,NA,"1",NA,NA,NA,"2"
9512110,2821054,2,4,1946,1964-03-07,"1","PERMANENT","active",NA,1970-11-13,2019-02-22,NA,"1",NA,NA,NA,"2"
9512134,2821078,1,5,1971,1989-02-28,"0","PERMANENT","active",NA,1994-08-17,2019-02-21,NA,"1",NA,NA,"I","2"
9517226,2826170,2,6,1952,1968-08-21,"1","PERMANENT","active",NA,1976-12-13,2018-08-09,NA,"1",NA,NA,NA,"3"
9526223,2835167,1,11,1942,1961-06-10,"1","PERMANENT","active",NA,1965-01-29,2016-05-27,NA,"1",NA,NA,NA,"2"
9564635,2873579,1,11,1977,1996-02-29,"0","PERMANENT","active",NA,2004-02-05,2016-02-24,NA,"1",NA,NA,NA,"14"
9571314,2880258,1,8,1955,1974-03-03,"0","PERMANENT","active",NA,1980-10-24,2019-02-20,NA,"1",NA,NA,NA,"18"
9582190,2891134,2,9,1936,1953-02-09,"0","PERMANENT","active",NA,1961-07-05,2018-01-24,NA,"1",NA,NA,NA,"2"
9591015,2899959,2,4,1930,1946-06-16,"0","PERMANENT","active",NA,1953-01-07,2016-05-29,NA,"1",NA,NA,NA,"2"
9591861,2900805,1,8,1948,1965-08-17,"1","PERMANENT","active",NA,1968-03-02,2020-08-03,NA,"1",NA,NA,NA,"2"
9597488,2906432,2,2,1938,1954-05-15,"1","PERMANENT","active",NA,1965-09-23,2019-04-29,NA,"16",NA,NA,NA,"13"
9611223,2920167,2,6,1942,1960-09-04,"1","PERMANENT","active",NA,1964-10-29,2020-08-20,NA,"1",NA,NA,"P","9"
9629683,2938627,1,7,1942,1958-11-01,"1","PERMANENT","active",NA,1963-05-15,2018-10-17,NA,"16",NA,NA,NA,"8"
9633103,2942047,2,5,1948,1965-09-21,"0","PERMANENT","active",NA,1975-05-19,2020-09-07,NA,"16",NA,NA,NA,"9"
9636102,2945046,2,7,1962,1979-02-24,"1","PERMANENT","active",NA,1983-12-12,2019-02-14,NA,"16",NA,NA,NA,"9"
9637705,2946649,2,2,1962,1978-04-12,"0","TEMPORARY","active",NA,1982-12-14,2018-04-02,NA,"1",NA,NA,NA,"9"
9640031,2948975,2,9,1984,2001-11-06,"0","PERMANENT","active",NA,2006-09-08,2016-11-02,NA,"1",NA,NA,NA,"2"
9642430,2951374,1,7,1977,1994-08-03,"0","PERMANENT","active",NA,2000-01-23,2019-07-28,NA,"1",NA,NA,NA,"2"
9644224,2953168,2,12,1920,1938-10-14,"1","PERMANENT","active",NA,1944-06-03,2018-09-24,NA,"1",NA,NA,NA,"3"
9649286,2958230,2,5,1928,1944-12-11,"0","PERMANENT","active",1951-12-07,1952-11-17,2019-11-23,"active","1236","full",2016-11-20,NA,"2"
9649902,2958846,1,11,1934,1952-01-30,"0","PERMANENT","suspended",NA,1959-07-29,2017-01-13,NA,"",NA,NA,NA,"14"
9672647,2981591,2,12,1953,1971-10-13,"1","PERMANENT","active",NA,1980-10-27,2016-10-01,NA,"1",NA,NA,"P","9"
9676867,2985811,2,6,1962,1979-11-08,"1","PERMANENT","active",NA,1986-11-24,2019-10-29,NA,"1",NA,NA,"P","1"
9690085,2999029,1,5,1930,1947-02-17,"1","PERMANENT","active",1954-07-27,1954-07-27,2017-01-30,"active","12","full",2019-07-11,NA,"2"
9692224,3001168,1,10,1936,1953-03-31,"1","PERMANENT","active",1961-11-09,1961-11-09,2018-03-15,"active","12","full",2016-10-26,NA,"3"
9730283,3039227,1,9,1953,1972-05-06,"1","PERMANENT","active",NA,1973-05-08,2017-04-25,NA,"1",NA,NA,NA,"2"
9753345,3062289,1,8,1998,2015-07-09,"0","PERMANENT","active",NA,2019-12-10,2020-07-07,NA,"16",NA,NA,NA,"2"
9757512,3066456,2,3,1952,1968-04-23,"1","PERMANENT","active",NA,1976-06-08,2018-04-11,NA,"16",NA,NA,NA,"1"
9764020,3072964,1,4,1975,1992-01-12,"1","PERMANENT","active",NA,1997-12-26,2017-01-05,NA,"1",NA,NA,"P","14"
9790895,3099839,2,12,1995,2012-04-20,"0","PERMANENT","active",NA,2015-06-05,2017-04-19,NA,"1",NA,NA,"D","14"
9793075,3102019,2,5,2001,2020-09-10,"0","PERMANENT","active",NA,2020-09-10,2020-09-10,NA,"1",NA,NA,NA,"4"
9793397,3102341,1,10,1962,1981-05-05,"0","PERMANENT","active",NA,1984-05-23,2016-04-26,NA,"16",NA,NA,NA,"2"
9796130,3105074,1,11,1976,1993-02-08,"1","PERMANENT","active",NA,1999-08-18,2018-02-02,NA,"16",NA,NA,NA,"3"
9796843,3105787,1,2,1974,1992-11-23,"0","PERMANENT","active",NA,1995-05-11,2017-11-17,NA,"1",NA,NA,"W","14"
9812751,3121695,2,9,1968,1985-03-19,"1","PERMANENT","active",1993-10-13,1993-10-13,2020-03-10,"active","12","full",2018-10-07,NA,"4"
9818181,3127125,1,2,1958,1974-03-14,"0","PERMANENT","active",NA,1976-05-18,2019-03-03,NA,"1",NA,NA,"P","14"
9827572,3136516,2,7,1952,1972-11-21,"1","PERMANENT","active",NA,1979-04-15,2017-11-10,NA,"1",NA,NA,"F","9"
9832422,3141366,2,8,1970,1988-02-06,"1","PERMANENT","suspended",NA,2006-01-24,2018-01-29,NA,"",NA,NA,"P","15"
9842946,3151890,2,6,1920,1938-01-13,"1","PERMANENT","active",NA,1941-09-16,2017-12-24,NA,"1",NA,NA,"F","2"
9849436,3158380,2,5,1948,1964-06-03,"1","TEMPORARY","active",NA,1972-01-07,2019-05-21,NA,"1",NA,NA,NA,"14"
9853693,3162637,1,4,1963,1979-06-27,"0","PERMANENT","active",NA,1985-03-25,2019-06-17,NA,"1",NA,NA,NA,"14"
9867634,3176578,2,8,1949,1967-04-04,"0","PERMANENT","active",NA,1967-04-04,2017-03-22,NA,"1",NA,NA,NA,"13"
9871317,3180261,1,4,1949,1967-03-21,"0","PERMANENT","active",NA,1974-08-08,2017-03-08,NA,"1",NA,NA,NA,"2"
9895001,3203945,1,3,1948,1964-11-11,"1","PERMANENT","active",NA,1972-05-27,2019-10-29,NA,"1",NA,NA,NA,"9"
9898440,3207384,2,1,1990,2006-08-23,"1","PERMANENT","active",NA,2009-02-23,2016-08-20,NA,"1",NA,NA,NA,"2"
9900680,3209624,2,10,1968,1985-03-03,"1","PERMANENT","active",NA,1993-06-05,2020-02-23,NA,"16",NA,NA,"P","9"
9901118,3210062,2,4,1993,2009-11-03,"1","PERMANENT","active",NA,2020-07-04,2019-11-01,NA,"1",NA,NA,NA,"14"
9940045,3248989,1,10,1922,1941-02-14,"0","PERMANENT","active",NA,1945-07-16,2016-01-27,NA,"1",NA,NA,NA,"14"
9944920,3253864,1,10,1934,1951-02-05,"1","TEMPORARY","active",NA,1955-03-29,2016-01-20,NA,"16",NA,NA,NA,"2"
9954099,3263043,2,5,1927,1944-07-11,"0","PERMANENT","active",NA,1951-11-28,2019-06-23,NA,"1",NA,NA,NA,"3"
9956043,3264987,1,4,1971,1988-03-26,"0","PERMANENT","active",NA,1991-04-15,2018-03-19,NA,"1",NA,NA,NA,"2"
9958306,3267250,2,3,1950,1966-08-14,"0","PERMANENT","active",NA,1972-05-11,2016-08-01,NA,"1",NA,NA,NA,"2"
9959532,3268476,2,2,1976,1993-01-18,"1","PERMANENT","active",NA,1999-03-07,2018-01-12,NA,"1",NA,NA,NA,"2"
9968767,3277711,1,8,1943,1959-11-27,"1","PERMANENT","active",NA,1968-07-31,2019-11-12,NA,"16",NA,NA,NA,"3"
9972651,3281595,1,3,1969,1987-01-27,"1","PERMANENT","active",NA,1996-02-14,2017-01-19,NA,"16",NA,NA,NA,"2"
9983383,3292327,2,8,1928,1947-07-06,"1","PERMANENT","active",NA,1951-09-03,2017-06-18,NA,"1",NA,NA,"F","2"
